CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Class,Churn_Status,Lifecycle_Segment
13911,56,9,2580.91,3,5,5,355,Active,Average Mid-Tier Core
13914,11,2,626.45,5,2,3,523,Active,Average Mid-Tier Core
13917,49,2,272.04,3,2,2,322,Active,Average Mid-Tier Core
13918,49,2,1212.8400000000001,3,2,4,324,Active,Average Mid-Tier Core
13919,58,2,384.81,3,2,2,322,Active,Average Mid-Tier Core
13922,351,1,172.25,1,1,1,111,Churned,Hibernating / Lost
13923,53,1,351.13,3,1,2,312,Active,New / Recent Trialist
13924,1,6,1838.8500000000001,5,5,4,554,Active,VIP / Core Loyalist
13925,92,4,678.25,2,4,3,243,Churned,At Risk / High-Value Lapsing
13926,22,1,223.85000000000002,4,1,1,411,Active,New / Recent Trialist
13927,74,1,348.99,2,1,2,212,Active,Hibernating / Lost
13928,10,4,464.57,5,4,2,542,Active,Average Mid-Tier Core
13929,168,2,842.65,2,2,3,223,Churned,Hibernating / Lost
13930,57,2,337.34,3,2,2,322,Active,Average Mid-Tier Core
13931,95,2,1237.53,2,2,4,224,Churned,Hibernating / Lost
13932,294,1,307.4,1,1,2,112,Churned,Hibernating / Lost
13933,108,2,608.7900000000001,2,2,3,223,Churned,Hibernating / Lost
13934,263,1,922.1,1,1,3,113,Churned,Hibernating / Lost
13936,179,1,376.58,1,1,2,112,Churned,Hibernating / Lost
13937,168,1,158.85,2,1,1,211,Churned,Hibernating / Lost
13938,34,1,71.66,3,1,1,311,Active,New / Recent Trialist
13939,22,3,568.55,4,3,3,433,Active,Average Mid-Tier Core
13940,16,4,839.14,4,4,3,443,Active,Average Mid-Tier Core
13941,21,5,5112.96,4,4,5,445,Active,VIP / Core Loyalist
13946,78,3,561.5699999999999,2,3,3,233,Active,At Risk / High-Value Lapsing
13947,64,1,90.6,3,1,1,311,Active,New / Recent Trialist
13948,360,1,102.0,1,1,1,111,Churned,Hibernating / Lost
13949,2,6,2427.32,5,5,5,555,Active,VIP / Core Loyalist
13950,10,4,745.06,5,4,3,543,Active,Average Mid-Tier Core
13951,175,3,674.45,2,3,3,233,Churned,At Risk / High-Value Lapsing
13952,217,2,3251.071,1,2,5,125,Churned,Hibernating / Lost
13953,6,7,3515.68,5,5,5,555,Active,VIP / Core Loyalist
13954,1,2,439.92,5,3,2,532,Active,Average Mid-Tier Core
13955,153,2,322.96,2,3,2,232,Churned,At Risk / High-Value Lapsing
13956,4,5,1026.42,5,4,4,544,Active,VIP / Core Loyalist
13959,78,3,598.2,2,3,3,233,Active,At Risk / High-Value Lapsing
13960,20,2,230.22,4,3,1,431,Active,Average Mid-Tier Core
13962,21,2,169.55,4,3,1,431,Active,Average Mid-Tier Core
13963,307,4,664.54,1,4,3,143,Churned,At Risk / High-Value Lapsing
13967,145,1,80.7,2,1,1,211,Churned,Hibernating / Lost
13969,6,18,9053.94,5,5,5,555,Active,VIP / Core Loyalist
13971,18,8,2758.26,4,5,5,455,Active,VIP / Core Loyalist
13972,70,2,190.25,3,3,1,331,Active,Average Mid-Tier Core
13973,286,1,264.7,1,1,2,112,Churned,Hibernating / Lost
13974,48,1,413.59000000000003,3,1,2,312,Active,New / Recent Trialist
13975,30,6,2526.28,4,5,5,455,Active,VIP / Core Loyalist
13976,206,1,357.98,1,1,2,112,Churned,Hibernating / Lost
13978,14,2,196.79000000000002,4,3,1,431,Active,Average Mid-Tier Core
13979,72,1,869.87,2,1,3,213,Active,Hibernating / Lost
13980,59,1,200.14,3,1,1,311,Active,New / Recent Trialist
13982,38,4,1871.81,3,4,4,344,Active,Average Mid-Tier Core
13983,29,12,2603.43,4,5,5,455,Active,VIP / Core Loyalist
13984,26,5,920.51,4,4,3,443,Active,Average Mid-Tier Core
13985,3,15,7060.13,5,5,5,555,Active,VIP / Core Loyalist
13986,16,1,320.46,4,1,2,412,Active,New / Recent Trialist
13988,19,6,4147.96,4,5,5,455,Active,VIP / Core Loyalist
13989,65,2,1266.08,3,3,4,334,Active,Average Mid-Tier Core
13990,212,1,311.3,1,1,2,112,Churned,Hibernating / Lost
13991,11,6,855.97,5,5,3,553,Active,Average Mid-Tier Core
13992,29,1,76.8,4,1,1,411,Active,New / Recent Trialist
13993,42,9,3466.36,3,5,5,355,Active,Average Mid-Tier Core
13994,3,6,2313.14,5,5,5,555,Active,VIP / Core Loyalist
13995,14,5,1393.69,4,4,4,444,Active,VIP / Core Loyalist
13999,9,12,3901.81,5,5,5,555,Active,VIP / Core Loyalist
14000,210,1,635.66,1,1,3,113,Churned,Hibernating / Lost
14001,45,3,2043.0800000000002,3,3,4,334,Active,Average Mid-Tier Core
14002,133,2,529.73,2,3,3,233,Churned,At Risk / High-Value Lapsing
14004,42,7,4582.64,3,5,5,355,Active,Average Mid-Tier Core
14005,9,5,2874.72,5,4,5,545,Active,VIP / Core Loyalist
14006,115,3,962.19,2,3,4,234,Churned,At Risk / High-Value Lapsing
14009,197,2,695.61,1,3,3,133,Churned,At Risk / High-Value Lapsing
14012,277,1,328.8,1,1,2,112,Churned,Hibernating / Lost
14013,109,3,473.02,2,3,2,232,Churned,At Risk / High-Value Lapsing
14014,76,1,505.18,2,1,3,213,Active,Hibernating / Lost
14015,52,1,917.34,3,1,3,313,Active,New / Recent Trialist
14016,161,4,4341.21,2,4,5,245,Churned,At Risk / High-Value Lapsing
14019,46,3,1421.61,3,3,4,334,Active,Average Mid-Tier Core
14020,16,2,642.8,4,3,3,433,Active,Average Mid-Tier Core
14021,154,3,631.9,2,3,3,233,Churned,At Risk / High-Value Lapsing
14022,224,1,440.0,1,1,2,112,Churned,Hibernating / Lost
14023,6,2,584.07,5,3,3,533,Active,Average Mid-Tier Core
14024,121,2,327.7,2,3,2,232,Churned,At Risk / High-Value Lapsing
14027,60,1,104.82,3,1,1,311,Active,New / Recent Trialist
14029,62,2,467.66,3,3,2,332,Active,Average Mid-Tier Core
14030,17,8,2360.09,4,5,5,455,Active,VIP / Core Loyalist
14031,6,19,17286.86,5,5,5,555,Active,VIP / Core Loyalist
14032,1,11,2975.59,5,5,5,555,Active,VIP / Core Loyalist
14034,21,3,651.8199999999999,4,3,3,433,Active,Average Mid-Tier Core
14035,28,5,1428.02,4,4,4,444,Active,VIP / Core Loyalist
14036,284,1,626.65,1,1,3,113,Churned,Hibernating / Lost
14037,175,2,147.20000000000002,2,3,1,231,Churned,At Risk / High-Value Lapsing
14038,77,3,1560.38,2,3,4,234,Active,At Risk / High-Value Lapsing
14039,32,1,152.2,4,1,1,411,Active,New / Recent Trialist
14040,40,12,3614.92,3,5,5,355,Active,Average Mid-Tier Core
14041,265,1,141.41,1,1,1,111,Churned,Hibernating / Lost
14044,26,4,652.82,4,4,3,443,Active,Average Mid-Tier Core
14045,108,4,1659.75,2,4,4,244,Churned,At Risk / High-Value Lapsing
14046,283,1,154.99,1,1,1,111,Churned,Hibernating / Lost
14047,8,5,1308.6100000000001,5,4,4,544,Active,VIP / Core Loyalist
14048,304,1,409.93,1,1,2,112,Churned,Hibernating / Lost
14049,16,4,5681.72,4,4,5,445,Active,VIP / Core Loyalist
14050,31,2,746.36,4,3,3,433,Active,Average Mid-Tier Core
14051,0,23,15610.390000000001,5,5,5,555,Active,VIP / Core Loyalist
14052,19,1,225.36,4,1,1,411,Active,New / Recent Trialist
14053,123,2,260.25,2,3,2,232,Churned,At Risk / High-Value Lapsing
14054,64,1,92.46,3,1,1,311,Active,New / Recent Trialist
14055,105,1,725.6400000000001,2,1,3,213,Churned,Hibernating / Lost
14056,0,23,8214.65,5,5,5,555,Active,VIP / Core Loyalist
14057,23,17,6217.96,4,5,5,455,Active,VIP / Core Loyalist
14059,266,1,183.6,1,1,1,111,Churned,Hibernating / Lost
14060,4,19,6140.42,5,5,5,555,Active,VIP / Core Loyalist
14062,9,12,10464.85,5,5,5,555,Active,VIP / Core Loyalist
14064,28,5,1353.74,4,4,4,444,Active,VIP / Core Loyalist
14066,266,1,152.55,1,1,1,111,Churned,Hibernating / Lost
14067,63,2,374.7,3,3,2,332,Active,Average Mid-Tier Core
14068,319,1,265.85,1,1,2,112,Churned,Hibernating / Lost
14071,3,8,1438.82,5,5,4,554,Active,VIP / Core Loyalist
14073,31,1,151.04,4,1,1,411,Active,New / Recent Trialist
14075,4,3,942.26,5,3,4,534,Active,Average Mid-Tier Core
14076,128,1,122.47,2,1,1,211,Churned,Hibernating / Lost
14077,40,5,499.41999999999996,3,4,3,343,Active,Average Mid-Tier Core
14078,101,6,1049.37,2,5,4,254,Churned,At Risk / High-Value Lapsing
14079,124,1,375.1,2,1,2,212,Churned,Hibernating / Lost
14080,32,1,45.599999999999994,4,1,1,411,Active,New / Recent Trialist
14081,301,2,934.52,1,3,3,133,Churned,At Risk / High-Value Lapsing
14082,364,1,182.25,1,1,1,111,Churned,Hibernating / Lost
14083,3,9,1018.43,5,5,4,554,Active,VIP / Core Loyalist
14085,1,18,4448.54,5,5,5,555,Active,VIP / Core Loyalist
14087,2,1,194.42,5,1,1,511,Active,New / Recent Trialist
14088,9,13,50491.81,5,5,5,555,Active,VIP / Core Loyalist
14089,56,1,161.0,3,1,1,311,Active,New / Recent Trialist
14090,324,1,76.32000000000001,1,1,1,111,Churned,Hibernating / Lost
14092,7,14,4076.91,5,5,5,555,Active,VIP / Core Loyalist
14093,11,1,442.85,5,1,2,512,Active,New / Recent Trialist
14096,3,17,65164.79,5,5,5,555,Active,VIP / Core Loyalist
14098,36,1,147.35,3,1,1,311,Active,New / Recent Trialist
14099,15,11,3104.17,4,5,5,455,Active,VIP / Core Loyalist
14100,137,1,194.9,2,1,1,211,Churned,Hibernating / Lost
14101,73,6,5976.79,2,5,5,255,Active,At Risk / High-Value Lapsing
14102,4,5,1360.28,5,4,4,544,Active,VIP / Core Loyalist
14104,154,2,216.20999999999998,2,3,1,231,Churned,At Risk / High-Value Lapsing
14105,238,1,1266.23,1,1,4,114,Churned,Hibernating / Lost
14107,51,7,2703.23,3,5,5,355,Active,Average Mid-Tier Core
14108,30,2,597.91,4,3,3,433,Active,Average Mid-Tier Core
14109,72,1,144.2,2,1,1,211,Active,Hibernating / Lost
14110,3,12,5683.15,5,5,5,555,Active,VIP / Core Loyalist
14111,13,4,692.85,4,4,3,443,Active,Average Mid-Tier Core
14112,22,7,2915.15,4,5,5,455,Active,VIP / Core Loyalist
14113,3,4,1840.42,5,4,4,544,Active,VIP / Core Loyalist
14114,273,2,386.53,1,3,2,132,Churned,At Risk / High-Value Lapsing
14116,19,5,1382.74,4,4,4,444,Active,VIP / Core Loyalist
14117,143,1,90.0,2,1,1,211,Churned,Hibernating / Lost
14121,3,4,2780.15,5,4,5,545,Active,VIP / Core Loyalist
14124,83,1,419.58000000000004,2,1,2,212,Active,Hibernating / Lost
14125,10,3,2740.43,5,3,5,535,Active,Average Mid-Tier Core
14126,7,3,706.1300000000001,5,3,3,533,Active,Average Mid-Tier Core
14127,122,3,709.71,2,3,3,233,Churned,At Risk / High-Value Lapsing
14128,60,2,637.5,3,3,3,333,Active,Average Mid-Tier Core
14129,1,5,1123.8600000000001,5,4,4,544,Active,VIP / Core Loyalist
14130,318,1,483.86,1,1,2,112,Churned,Hibernating / Lost
14132,1,11,3586.0299999999997,5,5,5,555,Active,VIP / Core Loyalist
14133,129,3,605.64,2,3,3,233,Churned,At Risk / High-Value Lapsing
14135,1,15,4690.31,5,5,5,555,Active,VIP / Core Loyalist
14138,1,2,982.3800000000001,5,3,4,534,Active,Average Mid-Tier Core
14139,45,1,415.82,3,1,2,312,Active,New / Recent Trialist
14140,3,2,935.05,5,3,3,533,Active,Average Mid-Tier Core
14141,2,4,915.13,5,4,3,543,Active,Average Mid-Tier Core
14142,372,1,311.81,1,1,2,112,Churned,Hibernating / Lost
14143,133,1,115.8,2,1,1,211,Churned,Hibernating / Lost
14145,46,4,3742.2,3,4,5,345,Active,Average Mid-Tier Core
14146,8,5,4191.0,5,4,5,545,Active,VIP / Core Loyalist
14147,77,2,483.4,2,3,2,232,Active,At Risk / High-Value Lapsing
14148,233,1,157.2,1,1,1,111,Churned,Hibernating / Lost
14149,220,1,446.62,1,1,2,112,Churned,Hibernating / Lost
14150,35,2,658.64,3,3,3,333,Active,Average Mid-Tier Core
14152,74,2,621.29,2,3,3,233,Active,At Risk / High-Value Lapsing
14154,238,2,1345.62,1,3,4,134,Churned,At Risk / High-Value Lapsing
14155,265,1,118.75,1,1,1,111,Churned,Hibernating / Lost
14156,9,55,117379.63,5,5,5,555,Active,VIP / Core Loyalist
14157,19,2,432.88,4,3,2,432,Active,Average Mid-Tier Core
14158,39,1,507.66,3,1,3,313,Active,New / Recent Trialist
14159,19,11,4693.01,4,5,5,455,Active,VIP / Core Loyalist
14161,215,3,1110.52,1,3,4,134,Churned,At Risk / High-Value Lapsing
14162,173,2,289.36,2,3,2,232,Churned,At Risk / High-Value Lapsing
14163,86,4,2445.91,2,4,5,245,Active,At Risk / High-Value Lapsing
14164,70,2,1631.77,3,3,4,334,Active,Average Mid-Tier Core
14165,275,1,122.53999999999999,1,1,1,111,Churned,Hibernating / Lost
14167,38,4,574.84,3,4,3,343,Active,Average Mid-Tier Core
14171,97,1,363.79,2,1,2,212,Churned,Hibernating / Lost
14173,10,4,450.84,5,4,2,542,Active,Average Mid-Tier Core
14174,32,1,134.46,4,1,1,411,Active,New / Recent Trialist
14175,59,3,3222.3,3,3,5,335,Active,Average Mid-Tier Core
14176,296,4,576.9000000000001,1,4,3,143,Churned,At Risk / High-Value Lapsing
14177,85,4,559.41,2,4,3,243,Active,At Risk / High-Value Lapsing
14178,8,7,1620.93,5,5,4,554,Active,VIP / Core Loyalist
14179,40,2,719.78,3,3,3,333,Active,Average Mid-Tier Core
14180,10,25,4748.52,5,5,5,555,Active,VIP / Core Loyalist
14184,66,1,452.89,3,1,2,312,Active,New / Recent Trialist
14185,330,1,197.65,1,1,1,111,Churned,Hibernating / Lost
14188,30,6,2054.36,4,5,4,454,Active,VIP / Core Loyalist
14189,1,15,4654.08,5,5,5,555,Active,VIP / Core Loyalist
14191,1,13,4684.76,5,5,5,555,Active,VIP / Core Loyalist
14193,67,2,853.39,3,3,3,333,Active,Average Mid-Tier Core
14194,4,21,11349.52,5,5,5,555,Active,VIP / Core Loyalist
14195,201,2,1012.0,1,3,4,134,Churned,At Risk / High-Value Lapsing
14196,106,1,335.52,2,1,2,212,Churned,Hibernating / Lost
14198,17,4,701.4,4,4,3,443,Active,Average Mid-Tier Core
14199,217,1,185.39999999999998,1,1,1,111,Churned,Hibernating / Lost
14201,59,7,747.44,3,5,3,353,Active,Average Mid-Tier Core
14204,1,1,161.03,5,1,1,511,Active,New / Recent Trialist
14205,16,2,466.7,4,3,2,432,Active,Average Mid-Tier Core
14206,238,1,328.15999999999997,1,1,2,112,Churned,Hibernating / Lost
14208,94,1,151.74,2,1,1,211,Churned,Hibernating / Lost
14209,10,6,2073.43,5,5,5,555,Active,VIP / Core Loyalist
14210,105,6,1905.8400000000001,2,5,4,254,Churned,At Risk / High-Value Lapsing
14211,52,9,2241.1,3,5,5,355,Active,Average Mid-Tier Core
14212,89,1,1070.48,2,1,4,214,Active,Hibernating / Lost
14214,30,5,1004.38,4,4,4,444,Active,VIP / Core Loyalist
14215,11,6,1789.72,5,5,4,554,Active,VIP / Core Loyalist
14216,2,4,1839.3,5,4,4,544,Active,VIP / Core Loyalist
14217,1,17,2004.98,5,5,4,554,Active,VIP / Core Loyalist
14218,42,1,169.48000000000002,3,1,1,311,Active,New / Recent Trialist
14219,3,1,89.94,5,1,1,511,Active,New / Recent Trialist
14220,246,2,632.4,1,3,3,133,Churned,At Risk / High-Value Lapsing
14221,41,9,3432.8,3,5,5,355,Active,Average Mid-Tier Core
14222,176,1,683.17,2,1,3,213,Churned,Hibernating / Lost
14223,91,3,991.13,2,3,4,234,Churned,At Risk / High-Value Lapsing
14224,109,4,1050.12,2,4,4,244,Churned,At Risk / High-Value Lapsing
14226,28,5,2232.19,4,4,5,445,Active,VIP / Core Loyalist
14227,25,10,3350.96,4,5,5,455,Active,VIP / Core Loyalist
14229,51,3,1547.2,3,3,4,334,Active,Average Mid-Tier Core
14231,183,3,925.71,1,3,3,133,Churned,At Risk / High-Value Lapsing
14232,42,5,2048.07,3,4,4,344,Active,Average Mid-Tier Core
14233,48,4,1462.72,3,4,4,344,Active,Average Mid-Tier Core
14234,21,4,775.46,4,4,3,443,Active,Average Mid-Tier Core
14235,74,5,3144.86,2,4,5,245,Active,At Risk / High-Value Lapsing
14236,80,2,490.86,2,3,3,233,Active,At Risk / High-Value Lapsing
14237,372,1,161.0,1,1,1,111,Churned,Hibernating / Lost
14238,325,1,146.85,1,1,1,111,Churned,Hibernating / Lost
14239,42,11,2380.85,3,5,5,355,Active,Average Mid-Tier Core
14240,29,2,890.34,4,3,3,433,Active,Average Mid-Tier Core
14241,183,1,213.70000000000002,1,1,1,111,Churned,Hibernating / Lost
14242,234,2,280.55,1,3,2,132,Churned,At Risk / High-Value Lapsing
14243,8,10,2588.77,5,5,5,555,Active,VIP / Core Loyalist
14245,219,2,1693.45,1,3,4,134,Churned,At Risk / High-Value Lapsing
14246,110,3,1474.06,2,3,4,234,Churned,At Risk / High-Value Lapsing
14247,277,1,136.76999999999998,1,1,1,111,Churned,Hibernating / Lost
14248,317,1,302.58,1,1,2,112,Churned,Hibernating / Lost
14250,6,3,1904.05,5,3,4,534,Active,Average Mid-Tier Core
14251,1,5,2879.7000000000003,5,4,5,545,Active,VIP / Core Loyalist
14256,259,2,969.0600000000001,1,3,4,134,Churned,At Risk / High-Value Lapsing
14257,63,5,3099.7200000000003,3,4,5,345,Active,Average Mid-Tier Core
14258,8,9,12669.98,5,5,5,555,Active,VIP / Core Loyalist
14259,141,1,120.0,2,1,1,211,Churned,Hibernating / Lost
14261,50,2,1163.45,3,3,4,334,Active,Average Mid-Tier Core
14262,7,8,2618.23,5,5,5,555,Active,VIP / Core Loyalist
14264,154,2,333.97,2,3,2,232,Churned,At Risk / High-Value Lapsing
14265,108,2,530.18,2,3,3,233,Churned,At Risk / High-Value Lapsing
14267,162,3,1516.24,2,3,4,234,Churned,At Risk / High-Value Lapsing
14270,331,1,492.65000000000003,1,1,3,113,Churned,Hibernating / Lost
14271,225,1,112.32,1,1,1,111,Churned,Hibernating / Lost
14272,73,2,437.96,2,3,2,232,Active,At Risk / High-Value Lapsing
14273,50,4,559.97,3,4,3,343,Active,Average Mid-Tier Core
14276,98,3,1119.74,2,3,4,234,Churned,At Risk / High-Value Lapsing
14277,14,3,4216.2,4,3,5,435,Active,Average Mid-Tier Core
14280,196,1,134.04,1,1,1,111,Churned,Hibernating / Lost
14282,2,15,3729.34,5,5,5,555,Active,VIP / Core Loyalist
14284,30,2,595.25,4,3,3,433,Active,Average Mid-Tier Core
14285,20,4,1910.01,4,4,4,444,Active,VIP / Core Loyalist
14286,23,3,4628.75,4,3,5,435,Active,Average Mid-Tier Core
14287,7,3,176.63,5,3,1,531,Active,Average Mid-Tier Core
14288,212,1,426.6,1,1,2,112,Churned,Hibernating / Lost
14289,8,6,911.26,5,5,3,553,Active,Average Mid-Tier Core
14290,10,5,2314.65,5,4,5,545,Active,VIP / Core Loyalist
14291,1,11,3883.25,5,5,5,555,Active,VIP / Core Loyalist
14292,7,9,4871.93,5,5,5,555,Active,VIP / Core Loyalist
14293,2,4,1046.56,5,4,4,544,Active,VIP / Core Loyalist
14295,39,1,166.20000000000002,3,1,1,311,Active,New / Recent Trialist
14297,17,4,1305.33,4,4,4,444,Active,VIP / Core Loyalist
14298,7,44,51527.3,5,5,5,555,Active,VIP / Core Loyalist
14299,7,9,3965.62,5,5,5,555,Active,VIP / Core Loyalist
14300,18,1,43.2,4,1,1,411,Active,New / Recent Trialist
14301,116,1,640.14,2,1,3,213,Churned,Hibernating / Lost
14304,222,1,383.45,1,1,2,112,Churned,Hibernating / Lost
14305,70,3,1858.96,3,3,4,334,Active,Average Mid-Tier Core
14306,50,2,2093.32,3,3,5,335,Active,Average Mid-Tier Core
14307,88,6,2995.72,2,5,5,255,Active,At Risk / High-Value Lapsing
14309,7,9,2352.53,5,5,5,555,Active,VIP / Core Loyalist
14311,242,1,310.26,1,1,2,112,Churned,Hibernating / Lost
14312,46,6,1611.59,3,5,4,354,Active,Average Mid-Tier Core
14314,106,1,120.0,2,1,1,211,Churned,Hibernating / Lost
14315,44,6,2481.13,3,5,5,355,Active,Average Mid-Tier Core
14317,64,1,508.58000000000004,3,1,3,313,Active,New / Recent Trialist
14320,206,2,477.79,1,3,2,132,Churned,At Risk / High-Value Lapsing
14321,10,5,1530.75,5,4,4,544,Active,VIP / Core Loyalist
14323,114,2,605.0600000000001,2,3,3,233,Churned,At Risk / High-Value Lapsing
14326,241,1,183.85,1,1,1,111,Churned,Hibernating / Lost
14327,162,1,311.65,2,1,2,212,Churned,Hibernating / Lost
14329,16,7,5014.84,4,5,5,455,Active,VIP / Core Loyalist
14331,123,2,462.65999999999997,2,3,2,232,Churned,At Risk / High-Value Lapsing
14332,22,3,866.31,4,3,3,433,Active,Average Mid-Tier Core
14333,67,1,415.2,3,1,2,312,Active,New / Recent Trialist
14334,16,8,2552.21,4,5,5,455,Active,VIP / Core Loyalist
14335,15,2,468.26,4,3,2,432,Active,Average Mid-Tier Core
14336,16,4,1614.91,4,4,4,444,Active,VIP / Core Loyalist
14338,160,2,588.22,2,3,3,233,Churned,At Risk / High-Value Lapsing
14339,242,1,309.52,1,1,2,112,Churned,Hibernating / Lost
14340,218,1,134.7,1,1,1,111,Churned,Hibernating / Lost
14341,44,8,2182.28,3,5,5,355,Active,Average Mid-Tier Core
14342,20,4,668.5600000000001,4,4,3,443,Active,Average Mid-Tier Core
14344,126,8,889.9300000000001,2,5,3,253,Churned,At Risk / High-Value Lapsing
14345,38,1,108.97999999999999,3,1,1,311,Active,New / Recent Trialist
14346,120,2,1021.58,2,3,4,234,Churned,At Risk / High-Value Lapsing
14348,259,1,409.57,1,1,2,112,Churned,Hibernating / Lost
14349,9,1,133.5,5,1,1,511,Active,New / Recent Trialist
14350,273,1,282.93,1,1,2,112,Churned,Hibernating / Lost
14351,164,1,51.0,2,1,1,211,Churned,Hibernating / Lost
14352,156,4,1078.96,2,4,4,244,Churned,At Risk / High-Value Lapsing
14353,214,1,90.6,1,1,1,111,Churned,Hibernating / Lost
14354,5,2,163.62,5,3,1,531,Active,Average Mid-Tier Core
14355,365,1,174.4,1,1,1,111,Churned,Hibernating / Lost
14356,79,2,701.23,2,3,3,233,Active,At Risk / High-Value Lapsing
14357,42,1,225.77,3,1,1,311,Active,New / Recent Trialist
14359,18,3,912.18,4,3,3,433,Active,Average Mid-Tier Core
14360,31,4,2128.23,4,4,5,445,Active,VIP / Core Loyalist
14362,21,1,161.2,4,1,1,411,Active,New / Recent Trialist
14364,108,8,3717.35,2,5,5,255,Churned,At Risk / High-Value Lapsing
14367,7,16,9261.52,5,5,5,555,Active,VIP / Core Loyalist
14368,319,1,155.0,1,1,1,111,Churned,Hibernating / Lost
14371,294,1,100.5,1,1,1,111,Churned,Hibernating / Lost
14373,357,1,76.55,1,1,1,111,Churned,Hibernating / Lost
14375,184,1,257.68,1,1,2,112,Churned,Hibernating / Lost
14377,190,2,617.05,1,3,3,133,Churned,At Risk / High-Value Lapsing
14379,43,2,348.1,3,3,2,332,Active,Average Mid-Tier Core
14381,51,1,202.68,3,1,1,311,Active,New / Recent Trialist
14382,25,1,626.0699999999999,4,1,3,413,Active,New / Recent Trialist
14383,37,3,1247.69,3,3,4,334,Active,Average Mid-Tier Core
14385,8,3,202.11,5,3,1,531,Active,Average Mid-Tier Core
14386,296,1,142.4,1,1,1,111,Churned,Hibernating / Lost
14387,32,3,1770.56,4,3,4,434,Active,Average Mid-Tier Core
14388,9,8,3212.84,5,5,5,555,Active,VIP / Core Loyalist
14389,64,2,1043.46,3,3,4,334,Active,Average Mid-Tier Core
14390,9,9,4652.82,5,5,5,555,Active,VIP / Core Loyalist
14393,217,1,67.95,1,1,1,111,Churned,Hibernating / Lost
14395,1,9,3507.71,5,5,5,555,Active,VIP / Core Loyalist
14396,64,2,487.99,3,3,2,332,Active,Average Mid-Tier Core
14397,2,19,2612.96,5,5,5,555,Active,VIP / Core Loyalist
14400,148,1,574.7,2,1,3,213,Churned,Hibernating / Lost
14401,3,13,4051.48,5,5,5,555,Active,VIP / Core Loyalist
14403,129,4,1475.81,2,4,4,244,Churned,At Risk / High-Value Lapsing
14404,33,6,1474.32,3,5,4,354,Active,Average Mid-Tier Core
14406,118,1,156.75,2,1,1,211,Churned,Hibernating / Lost
14407,106,6,2157.73,2,5,5,255,Churned,At Risk / High-Value Lapsing
14408,10,7,2606.53,5,5,5,555,Active,VIP / Core Loyalist
14409,70,6,2059.4500000000003,3,5,5,355,Active,Average Mid-Tier Core
14410,91,9,1105.07,2,5,4,254,Churned,At Risk / High-Value Lapsing
14411,310,1,1063.0,1,1,4,114,Churned,Hibernating / Lost
14412,42,2,770.03,3,3,3,333,Active,Average Mid-Tier Core
14413,361,1,122.7,1,1,1,111,Churned,Hibernating / Lost
14414,91,7,1496.98,2,5,4,254,Churned,At Risk / High-Value Lapsing
14415,0,13,5900.28,5,5,5,555,Active,VIP / Core Loyalist
14416,21,2,490.22,4,3,3,433,Active,Average Mid-Tier Core
14418,3,3,1937.25,5,3,4,534,Active,Average Mid-Tier Core
14419,10,6,1058.06,5,5,4,554,Active,VIP / Core Loyalist
14420,98,1,387.52,2,1,2,212,Churned,Hibernating / Lost
14421,56,2,813.11,3,3,3,333,Active,Average Mid-Tier Core
14422,0,6,4263.64,5,5,5,555,Active,VIP / Core Loyalist
14423,217,1,265.2,1,1,2,112,Churned,Hibernating / Lost
14424,17,1,322.08,4,1,2,412,Active,New / Recent Trialist
14426,23,10,4481.67,4,5,5,455,Active,VIP / Core Loyalist
14427,49,2,363.34000000000003,3,3,2,332,Active,Average Mid-Tier Core
14428,6,5,1244.83,5,4,4,544,Active,VIP / Core Loyalist
14431,302,1,470.36,1,1,2,112,Churned,Hibernating / Lost
14432,9,6,2255.51,5,5,5,555,Active,VIP / Core Loyalist
14434,21,6,1372.8,4,5,4,454,Active,VIP / Core Loyalist
14436,98,1,89.06,2,1,1,211,Churned,Hibernating / Lost
14437,365,1,63.0,1,1,1,111,Churned,Hibernating / Lost
14438,305,1,131.9,1,1,1,111,Churned,Hibernating / Lost
14439,319,1,2661.24,1,1,5,115,Churned,Hibernating / Lost
14440,7,5,2357.6800000000003,5,4,5,545,Active,VIP / Core Loyalist
14441,0,4,1712.89,5,4,4,544,Active,VIP / Core Loyalist
14442,204,2,1589.82,1,3,4,134,Churned,At Risk / High-Value Lapsing
14443,53,4,1420.2,3,4,4,344,Active,Average Mid-Tier Core
14446,0,4,1039.58,5,4,4,544,Active,VIP / Core Loyalist
14447,18,5,1163.23,4,4,4,444,Active,VIP / Core Loyalist
14448,8,2,375.35,5,3,2,532,Active,Average Mid-Tier Core
14449,18,4,907.1,4,4,3,443,Active,Average Mid-Tier Core
14450,180,3,483.25,1,3,2,132,Churned,At Risk / High-Value Lapsing
14451,59,2,662.59,3,3,3,333,Active,Average Mid-Tier Core
14452,10,2,264.44,5,3,2,532,Active,Average Mid-Tier Core
14453,189,1,119.93,1,1,1,111,Churned,Hibernating / Lost
14456,4,9,3062.4,5,5,5,555,Active,VIP / Core Loyalist
14457,310,1,113.64,1,1,1,111,Churned,Hibernating / Lost
14459,154,1,1837.92,2,1,4,214,Churned,Hibernating / Lost
14460,109,3,434.34,2,3,2,232,Churned,At Risk / High-Value Lapsing
14461,147,3,2103.06,2,3,5,235,Churned,At Risk / High-Value Lapsing
14462,65,11,2004.02,3,5,4,354,Active,Average Mid-Tier Core
